textid	text	label	source	error_type	specific_error	num_errors
216	I can't stop worrying about what others think. My stomach is in knots.	nervousness	synthetic_variant	NA	NA	0
217	I tried to figure out what went wrong but I just can't wwrap my head around it. I tried to figure out the new system but I just can't wrap my head around it. Traffic was terrible left me wondering what's really going on.	confusion	synthetic_variant	Word	Repeating Letter	1
218	Although today my neighbor told me unclear instructions The meeting got cancelled left me wondering what's really going on. Something strange happened with my relationships and I'm not sure what to think.	confusion	synthetic_variant	Sentence	Missing Complete Thought	0
219	The funeral has me feelign really low.	sadness	synthetic_variant	Word	Scrambled Letter	1
220	The biopsy results has me on eedge and I can't relax. The bill payments has me on edge and I can't relax.	fear	synthetic_variant	Word	Repeating Letter	3
221	I have the interview coming up and I'm really anxious about it. I'm stressed out about work and can't seem to	nervousness	synthetic_variant	Sentence	Missing Object	0
222	I hit my goal and I'm so pumped about it! I'm beyond excited because the application finally came through!	excitement	synthetic_variant	NA	NA	0
223	Although just thinking about starting my new hobby makes me grin from Just thinking about seeing old friends makes me grin from ear to ear! I'm beyond excited because my proposal finally came through!	excitement	synthetic_variant	Sentence	Missing Complete Thought	0
224	I can't believe my neighbor did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	NA	NA	0
225	The way my neighbor behaved was disgusting. I can't even think about it.	disgust	synthetic_variant	NA	NA	0
226	I couldn't believe it when my idea was chosen!	surprise	synthetic_variant	NA	NA	0
227	I'm terrified that disappointment might occur soon. The thought of confrontation keeps me up at night.	fear	synthetic_variant	NA	NA	0
228	My friend really upset me when they cancelled on me. I'm still mad about it.	anger	synthetic_variant	NA	NA	0
229	I maed a new friend happened and I'm so pumped about it! My presentation went well hapepned and I'm so pumped about it! Today I found out that my project was approved and I'm thrilled!	excitement	synthetic_variant	Word	Scrambled Letter	3
230	The way my friend behaved was disgusting. I can't even think about it. The meeting cancellation was so disappointing I wanted to leave immediately.	disgust	synthetic_variant	NA	NA	0
231	My day consisted mainly of work and meals. I went through my usual routine of work and exercise. Today I ran rrands. It was a pretty normal day.	neutral	synthetic_variant	Word	Missing Letter	3
232	If i'm still grossed out by I encountered moldy leftovers and it made me feel sick to my stomach.	disgust	synthetic_variant	Sentence	Missing Complete Thought	0
233	Although i can't wait for the concert! it's going I can't wait for my vacation! It's going to be amazing! I made a new friend happened and I'm so pumped about it!	excitement	synthetic_variant	Sentence	Missing Complete Thought	0
234	I cant' shake this sadness from hte news. I feel really down because a disappointment happened.	sadness	synthetic_variant	Word	Scrambled Letter	2
235	The empty victory has me feeling really low. I can't shake this sadness from what happened. I can't shake this sadness from what	sadness	synthetic_variant	Sentence	Missing Object	0
236	I never expected my old rfiend contacted me to happen! What a shock! Today brought an unexpected twist with full funding. I never expected my old friend contacted me to happen! What a shock!	surprise	synthetic_variant	Word	Scrambled Letter	2
237	I feel blessed that this opportunity came into my life. Today was wonderful because I hit my goal. I feel so happy!	joy	synthetic_variant	NA	NA	0
238	I can't stop thinking about how I rambled nervously. So embarrassing. Today I made such a fool of myself when I forgot I accidentally tripped in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	Sentence	Missing Object	0
239	I'm really worried about the upcoming deadline. What if	fear	synthetic_variant	Sentence	Missing Complete Thought	0
240	I'm heartbroken about the response.	sadness	synthetic_variant	NA	NA	0
241	Todya my neighbor told me ucnlear instructions and I'm ocmpletely lost.	confusion	synthetic_variant	Word	Scrambled Letter	3
242	I never expected my old friend contacted me to happen! What a shock! I couldn't believe it when I received an award! Out of nowhere, I got a promotion offer and I was stunned!	surprise	synthetic_variant	NA	NA	0
243	I feel blessed that these relationships came into my life. I feel blessed that good	joy	synthetic_variant	Sentence	Missing Complete Thought	0
244	I don't know what I'll do if my fears The thought of confrontation keeps me up at night. The preventive care has me on edge and I can't relax.	fear	synthetic_variant	Sentence	Missing Object	0
245	I spent most of the day doing household chores. Today I worked. It was a pretty normal day. My day consisted mainly of work and meals.	neutral	synthetic_variant	NA	NA	0
246	Today I ran errands. It was a pretty normal day.	neutral	synthetic_variant	NA	NA	0
247	Nothing special happened tooday. Just thhe usual stuff.	neutral	synthetic_variant	Word	Repeating Letter	2
248	I spent time with my family and it made my whloe day better. oTday was wonderful because I hit my goal. I feel so happy!	joy	synthetic_variant	Word	Scrambled Letter	2
249	I'm terrified that disappointment might occur soon. The activity restrictions has me on edge and I	fear	synthetic_variant	Sentence	Missing Object	0
250	I don't understand why the meeting got cancelled. Nothing makes sense anymore.	confusion	synthetic_variant	NA	NA	0
251	I'm so proud that I accomplished my hard work today! I feel accomplished after completing finish my project. I finally managed to solve the problem and it feels amazing!	pride	synthetic_variant	NA	NA	0
252	I ran errands. It was a pretty normal day.	neutral	synthetic_variant	Sentence	Missing Subject	0
253	I don't understand why traffic was terrible happened. Nothing makes Something strange happened with the project and I'm not sure what to think. Today my colleague told me unclear instructions and I'm completely lost.	confusion	synthetic_variant	Sentence	Missing Object	0
254	Tomorrow I need to make a deciwion and J'm so nervous.	nervousness	synthetic_variant	Word	Adjacent Key	3
255	I accidentally called someone by the wrong name in front of everyone. I wanted to disappear. I wish I could take back my outfit choice from today. I can't stop thinking about how I laughed at the wrong time.	embarrassment	synthetic_variant	Sentence	Missing Object	0
256	Today I proved to myself that I can achieve my	pride	synthetic_variant	Sentence	Missing Object	0
257	I feel really own because a setback happened. I'm heartbroken about how things turned ot.	sadness	synthetic_variant	Word	Missing Letter	2
258	I'm terrified that rejection migt ocur soon.	fear	synthetic_variant	Word	Missing Letter	2
259	I had to deal with a messy situation today and it was absolutely revolting. I'm still grrossed out by that encounter from earlier. I encountered a clogged drain and it made me feel sick to my stomach.	disgust	synthetic_variant	Word	Repeating Letter	1
260	I feel blessed that this opportunity came nito my life. I spent itme with my partner and it made my whole day better. I feel blessed that good health came into my life.	joy	synthetic_variant	Word	Scrambled Letter	3
261	Out of nowhere, good news occurred and I was stunned! I was completely caught off guard when someone remembered my birtthday happened.	surprise	synthetic_variant	Word	Repeating Letter	1
262	I encountered moldy leftovers and it made me feel sick to my stomach. The way my neighbor behaved was disgusting. I can't even think about it.	disgust	synthetic_variant	NA	NA	0
263	I have the presentation coming up and I'm really anxious about it. I have the presentation coming up and I'm really anxious about it. I'm stressed out about my relationships and can't seem to	nervousness	synthetic_variant	Sentence	Missing Object	0
264	I was completely caught off guard when I won something. Out of nowhere, I got a promotion offer and I was stunned! I was completely caught off guard when I won something.	surprise	synthetic_variant	NA	NA	0
265	I'm stil grossed out by the smell from earlier.	disgust	synthetic_variant	Word	Missing Letter	1
266	I can't wait for the party! It's going to be amazing! Today I found out that I won tickets and I'm thrilled!	excitement	synthetic_variant	NA	NA	0
267	Today was terrible because rhe store was closed. I'm so angry I could scream. I can't believe my colleague dix that to me. It's completely unfair and I'm furious. Today was terrible because traffic was terrible. I'm so angry I could scream.	anger	synthetic_variant	Word	Adjacent Key	2
